Actual,Predicted,Difference
888800,858195.66,30604.34
274500,298842.18,-24342.18
248400,276124.73,-27724.73
451700,458880.68,-7180.68
788100,784527.82,3572.18
505600,435295.12,70304.88
236300,260697.05,-24397.05
302400,330003.06,-27603.06
185800,230175.47,-44375.47
607300,718107.17,-110807.17
388400,390357.56,-1957.56
348300,320007.35,28292.65
511500,465666.75,45833.25
271500,289591.38,-18091.38
408600,406266.83,2333.17
284100,315533.37,-31433.37
224100,236818.45,-12718.45
346800,375580.49,-28780.49
234500,213994.37,20505.63
201400,219739.05,-18339.05
404300,385779.88,18520.12
935000,1459950.88,-524950.88
364800,365056.16,-256.16
363200,342734.9,20465.1
932100,742080.11,190019.89
275200,312716.7,-37516.7
366900,360150.56,6749.44
368100,395692.34,-27592.34
246100,206290.85,39809.15
275700,291168.36,-15468.36
389300,396630.44,-7330.44
243400,288921.04,-45521.04
342200,345428.4,-3228.4
350400,384227.69,-33827.69
237700,230400.8,7299.2
269900,304234.78,-34334.78
228600,297773.39,-69173.39
213500,256666.16,-43166.16
445500,451521.73,-6021.73
374500,400770.75,-26270.75
258800,258730.99,69.01
400600,395867.13,4732.87
499200,532500.94,-33300.94
275000,346922.74,-71922.74
538100,648061.44,-109961.44
458200,435981.34,22218.66
212700,219188.3,-6488.3
236900,258997.41,-22097.41
283800,353502.23,-69702.23
381000,406180.16,-25180.16
279100,288524.31,-9424.31
294500,319482.95,-24982.95
419100,474677.93,-55577.93
240200,279891.16,-39691.16
261000,248023.67,12976.33
375400,349939.61,25460.39
122200,200396.69,-78196.69
599800,584720.83,15079.17
374200,378044.8,-3844.8
313600,366610.4,-53010.4
535500,503332.13,32167.87
292200,307177.5,-14977.5
