Actual,Predicted,Difference
187900,226478.0,-38578.0
255100,267603.0,-12503.0
292400,273451.0,18949.0
363000,351737.0,11263.0
372300,364781.0,7519.0
227900,230693.0,-2793.0
467800,450560.0,17240.0
596300,538113.0,58187.0
267800,251773.0,16027.0
277700,280197.0,-2497.0
199400,180365.0,19035.0
354500,346289.0,8211.0
462800,559212.0,-96412.0
372400,389461.0,-17061.0
473100,464540.0,8560.0
486400,484139.0,2261.0
660200,696039.0,-35839.0
404400,410947.0,-6547.0
604300,569080.0,35220.0
154200,152481.0,1719.0
143700,144262.0,-562.0
529800,489099.0,40701.0
332900,320343.0,12557.0
156200,150136.0,6064.0
358900,347507.0,11393.0
451600,438885.0,12715.0
244800,235886.0,8914.0
368600,376918.0,-8318.0
259900,259171.0,729.0
435800,431735.0,4065.0
240500,247942.0,-7442.0
295000,250003.0,44997.0
645300,597084.0,48216.0
443600,439382.0,4218.0
464000,428140.0,35860.0
345800,346826.0,-1026.0
456000,451101.0,4899.0
268700,255169.0,13531.0
479400,459425.0,19975.0
244200,240558.0,3642.0
618500,586380.0,32120.0
712200,702424.0,9776.0
437600,473561.0,-35961.0
455600,436693.0,18907.0
238200,206196.0,32004.0
485600,470792.0,14808.0
400200,410240.0,-10040.0
406100,428403.0,-22303.0
247200,249184.0,-1984.0
274900,267580.0,7320.0
440800,667010.0,-226210.0
542900,483536.0,59364.0
456800,412665.0,44135.0
180500,187736.0,-7236.0
140800,149781.0,-8981.0
268200,215494.0,52706.0
551200,555761.0,-4561.0
364300,374984.0,-10684.0
250200,250271.0,-71.0
339300,328354.0,10946.0
495100,539583.0,-44483.0
394500,385229.0,9271.0
369100,361754.0,7346.0
490700,489763.0,937.0
246500,254819.0,-8319.0
376100,370307.0,5793.0
243800,257598.0,-13798.0
480000,442536.0,37464.0
571500,548572.0,22928.0
145000,167365.0,-22365.0
240600,233479.0,7121.0
392600,384841.0,7759.0
3275000,1930658.0,1344342.0
331200,329750.0,1450.0
535400,522782.0,12618.0
201500,213138.0,-11638.0
258900,159907.0,98993.0
308300,282579.0,25721.0
326300,228320.0,97980.0
233600,249443.0,-15843.0
539100,336975.0,202125.0
242100,246870.0,-4770.0
228700,218246.0,10454.0
594800,561168.0,33632.0
191400,224794.0,-33394.0
406000,411834.0,-5834.0
289400,272589.0,16811.0
260900,251582.0,9318.0
274300,283047.0,-8747.0
238800,245893.0,-7093.0
377300,369532.0,7768.0
492800,507781.0,-14981.0
446900,441532.0,5368.0
306600,228900.0,77700.0
102100,133825.0,-31725.0
375300,359123.0,16177.0
83000,128737.0,-45737.0
219900,216879.0,3021.0
308800,260357.0,48443.0
415200,401882.0,13318.0
248200,245487.0,2713.0
267300,267327.0,-27.0
339000,329199.0,9801.0
612600,531565.0,81035.0
794600,733728.0,60872.0
296100,273703.0,22397.0
863200,622084.0,241116.0
256900,245024.0,11876.0
215000,241498.0,-26498.0
1750000,1307262.0,442738.0
269600,256797.0,12803.0
709600,786705.0,-77105.0
259000,246790.0,12210.0
582400,563213.0,19187.0
257900,270799.0,-12899.0
502100,486957.0,15143.0
209000,177573.0,31427.0
899300,853027.0,46273.0
428400,426657.0,1743.0
501500,480189.0,21311.0
337100,347430.0,-10330.0
489100,550507.0,-61407.0
401700,349651.0,52049.0
376300,355792.0,20508.0
442900,443404.0,-504.0
219000,210395.0,8605.0
280900,272697.0,8203.0
188100,183878.0,4222.0
262900,251720.0,11180.0
469600,446201.0,23399.0
244000,243471.0,529.0
311400,315620.0,-4220.0
269400,306721.0,-37321.0
275000,297680.0,-22680.0
287800,286819.0,981.0
604800,570473.0,34327.0
295900,300330.0,-4430.0
222900,228032.0,-5132.0
452000,347029.0,104971.0
241300,231844.0,9456.0
568500,714160.0,-145660.0
499800,373328.0,126472.0
287800,284078.0,3722.0
428800,391540.0,37260.0
329800,394112.0,-64312.0
955500,937616.0,17884.0
372300,340932.0,31368.0
490300,483301.0,6999.0
450600,443149.0,7451.0
267300,270130.0,-2830.0
450000,476076.0,-26076.0
627100,590549.0,36551.0
229400,186668.0,42732.0
346500,360001.0,-13501.0
273400,216209.0,57191.0
267200,269040.0,-1840.0
986900,802416.0,184484.0
367500,390853.0,-23353.0
233400,201879.0,31521.0
270500,254827.0,15673.0
343400,413844.0,-70444.0
308300,311682.0,-3382.0
433700,402886.0,30814.0
336500,294428.0,42072.0
251500,238545.0,12955.0
303800,323315.0,-19515.0
269500,266891.0,2609.0
228000,224731.0,3269.0
239500,258875.0,-19375.0
385400,455575.0,-70175.0
455600,405076.0,50524.0
541500,540468.0,1032.0
214800,235652.0,-20852.0
520000,610426.0,-90426.0
505300,457787.0,47513.0
242000,241754.0,246.0
469700,572497.0,-102797.0
411500,392787.0,18713.0
286400,281634.0,4766.0
262700,232016.0,30684.0
822500,746846.0,75654.0
288700,273710.0,14990.0
468600,522592.0,-53992.0
540400,535308.0,5092.0
351700,342359.0,9341.0
814100,757796.0,56304.0
287300,277281.0,10019.0
564700,534586.0,30114.0
842000,775223.0,66777.0
328900,294659.0,34241.0
501200,501670.0,-470.0
238800,232895.0,5905.0
335900,328331.0,7569.0
450800,450914.0,-114.0
320700,283796.0,36904.0
218000,220040.0,-2040.0
635000,647985.0,-12985.0
266600,277107.0,-10507.0
423300,448755.0,-25455.0
230400,214847.0,15553.0
557200,564854.0,-7654.0
335200,317360.0,17840.0
