Actual,Predicted,Difference
660400,635988.0,24412.0
275600,275352.0,248.0
430700,436527.0,-5827.0
600000,691773.0,-91773.0
316500,313789.0,2711.0
888800,894571.0,-5771.0
274500,274357.0,143.0
248400,247819.0,581.0
451700,452388.0,-688.0
788100,783345.0,4755.0
505600,498310.0,7290.0
236300,236105.0,195.0
302400,302890.0,-490.0
185800,183861.0,1939.0
607300,603284.0,4016.0
388400,387223.0,1177.0
348300,350737.0,-2437.0
511500,512072.0,-572.0
271500,271184.0,316.0
408600,403810.0,4790.0
284100,281320.0,2780.0
224100,236787.0,-12687.0
346800,344948.0,1852.0
234500,234638.0,-138.0
201400,199936.0,1464.0
404300,404935.0,-635.0
935000,920150.0,14850.0
364800,368198.0,-3398.0
363200,364930.0,-1730.0
932100,932033.0,67.0
275200,274113.0,1087.0
366900,367173.0,-273.0
368100,368941.0,-841.0
246100,243545.0,2555.0
275700,274560.0,1140.0
389300,388966.0,334.0
243400,243239.0,161.0
342200,341264.0,936.0
350400,346928.0,3472.0
237700,238316.0,-616.0
269900,278666.0,-8766.0
228600,226808.0,1792.0
213500,213843.0,-343.0
445500,444501.0,999.0
374500,372545.0,1955.0
258800,259957.0,-1157.0
400600,407883.0,-7283.0
499200,497854.0,1346.0
275000,272720.0,2280.0
538100,533124.0,4976.0
458200,459257.0,-1057.0
212700,213222.0,-522.0
236900,235827.0,1073.0
283800,284053.0,-253.0
381000,384290.0,-3290.0
279100,304477.0,-25377.0
294500,293960.0,540.0
419100,423686.0,-4586.0
240200,240074.0,126.0
261000,260121.0,879.0
375400,373858.0,1542.0
122200,120922.0,1278.0
599800,600246.0,-446.0
374200,377095.0,-2895.0
313600,315571.0,-1971.0
535500,538816.0,-3316.0
292200,290269.0,1931.0
214400,214274.0,126.0
440000,439487.0,513.0
631700,616196.0,15504.0
352500,348874.0,3626.0
360000,360019.0,-19.0
280600,279944.0,656.0
270200,270944.0,-744.0
62500,67541.0,-5041.0
244200,243470.0,730.0
512800,504718.0,8082.0
395500,396143.0,-643.0
213800,213468.0,332.0
332800,333322.0,-522.0
642400,633302.0,9098.0
355000,356915.0,-1915.0
255000,255235.0,-235.0
234800,235143.0,-343.0
580800,579521.0,1279.0
166600,166761.0,-161.0
496700,498189.0,-1489.0
407600,423257.0,-15657.0
433500,431116.0,2384.0
354900,355275.0,-375.0
398400,401255.0,-2855.0
266700,267601.0,-901.0
325100,327021.0,-1921.0
502300,492655.0,9645.0
463700,533250.0,-69550.0
234600,235772.0,-1172.0
294000,293420.0,580.0
230100,231297.0,-1197.0
118300,121484.0,-3184.0
361400,359963.0,1437.0
269300,251979.0,17321.0
304200,305415.0,-1215.0
253300,253789.0,-489.0
