date,median_sale_price
2023-06-01,829400
2023-06-01,677400
2023-06-01,238500
2023-06-01,666400
2023-06-01,242900
2023-06-01,289800
2023-06-01,262200
2023-06-01,427600
2023-06-01,469100
2023-06-01,701500
2023-06-01,790000
2023-06-01,422600
2023-06-01,288900
2023-06-01,389700
2023-06-01,162400
2023-06-01,333800
2023-06-01,577600
2023-06-01,640700
2023-06-01,294300
2023-06-01,291400
2023-06-01,337500
2023-06-01,462600
2023-06-01,248200
2023-06-01,238700
2023-06-01,296100
2023-06-01,341200
2023-06-01,281700
2023-06-01,452100
2023-06-01,363400
2023-06-01,521600
2023-06-01,287500
2023-06-01,486000
2023-06-01,164800
2023-06-01,259800
2023-06-01,537500
2023-06-01,659500
2023-06-01,385200
2023-06-01,248800
2023-06-01,267900
2023-06-01,292200
2023-06-01,244600
2023-06-01,251700
2023-06-01,512900
2023-06-01,251000
2023-06-01,257700
2023-06-01,366400
2023-06-01,530700
2023-06-01,420000
2023-06-01,381700
2023-06-01,255800
2023-06-01,409500
2023-06-01,369900
2023-06-01,327500
2023-06-01,303800
2023-06-01,337300
2023-06-01,434200
2023-06-01,239200
2023-06-01,342900
2023-06-01,2736100
2023-06-01,536600
2023-06-01,357400
2023-06-01,220000
2023-06-01,615000
2023-06-01,546700
2023-06-01,255300
2023-06-01,285000
2023-06-01,386300
2023-06-01,389600
2023-06-01,729200
2023-06-01,223000
2023-06-01,241900
2023-06-01,243900
2023-06-01,345600
2023-06-01,366500
2023-06-01,371300
2023-06-01,237100
2023-06-01,201800
2023-06-01,432600
2023-06-01,238300
2023-06-01,275500
2023-06-01,186100
2023-06-01,390000
2023-06-01,645600
2023-06-01,410400
2023-06-01,521200
2023-06-01,376200
2023-06-01,214100
2023-06-01,302300
2023-06-01,380400
2023-06-01,493100
2023-06-01,349700
2023-06-01,305100
2023-06-01,861900
2023-06-01,311700
2023-06-01,251500
2023-06-01,386900
2023-06-01,215600
2023-06-01,576400
2023-06-01,563300
2023-06-01,334100
2023-06-01,248400
2023-06-01,307100
2023-06-01,298100
2023-06-01,579100
2023-06-01,321700
2023-06-01,307700
2023-06-01,325000
2023-06-01,315100
2023-06-01,390600
2023-06-01,813700
2023-06-01,331500
2023-06-01,419800
2023-06-01,358600
2023-06-01,380700
2023-06-01,374700
2023-06-01,447200
2023-06-01,185900
2023-06-01,258400
2023-06-01,478000
2023-06-01,190300
2023-06-01,257200
2023-06-01,244500
2023-06-01,398400
2023-06-01,299400
2023-06-01,472700
2023-06-01,589800
2023-06-01,283800
2023-06-01,329800
2023-06-01,338300
2023-06-01,262300
2023-06-01,354900
2023-06-01,498000
2023-06-01,468900
2023-06-01,428000
2023-06-01,977600
2023-06-01,172500
2023-06-01,350200
2023-06-01,395100
2023-06-01,298000
2023-06-01,452500
2023-06-01,168000
2023-06-01,462300
2023-06-01,352900
2023-06-01,573500
2023-06-01,350400
2023-06-01,310500
2023-06-01,274200
2023-06-01,1220800
2023-06-01,442100
2023-06-01,181300
2023-06-01,327800
2023-06-01,507200
2023-06-01,416900
2023-06-01,465100
2023-06-01,491600
2023-06-01,253400
2023-06-01,303700
2023-06-01,321800
2023-06-01,623900
2023-06-01,377800
2023-06-01,219900
2023-06-01,469100
2023-06-01,797000
2023-06-01,496400
2023-06-01,709900
2023-06-01,1375000
2023-06-01,512000
2023-06-01,272900
2023-06-01,305000
2023-06-01,314300
2023-06-01,290500
2023-06-01,346500
2023-06-01,536200
2023-06-01,371500
2023-06-01,448100
2023-06-01,210600
2023-06-01,365000
2023-06-01,231600
2023-06-01,257300
2023-06-01,461200
2023-06-01,261700
2023-06-01,619400
2023-06-01,286400
2023-06-01,703300
2023-06-01,266700
2023-06-01,261500
2023-06-01,259600
2023-06-01,251800
2023-06-01,361000
2023-06-01,516800
2023-06-01,315400
2023-06-01,436500
2023-06-01,270900
2023-06-01,292300
2023-06-01,265000
2023-06-01,437900
2023-06-01,249900
2023-06-01,499200
2023-06-01,258800
2023-06-01,286900
2023-06-01,305200
2023-06-01,467800
2023-06-01,344300
2023-06-01,423600
2023-06-01,146500
2023-06-01,305900
2023-06-01,251000
2023-06-01,841200
2023-06-01,393700
2023-06-01,619700
2023-06-01,285800
2023-06-01,319300
2023-06-01,597900
2023-06-01,302400
2023-06-01,800000
2023-06-01,626300
2023-06-01,241900
2023-06-01,506000
2023-06-01,387300
2024-06-01,262700
2024-06-01,326300
2024-06-01,292500
2024-06-01,380900
2024-06-01,650200
2024-06-01,354200
2024-06-01,1173600
2024-06-01,631600
2024-06-01,322600
2024-06-01,388700
2024-06-01,420500
2024-06-01,300500
2024-06-01,886600
2024-06-01,649500
2024-06-01,568300
2024-06-01,316700
2024-06-01,198100
2024-06-01,259900
2024-06-01,623100
2024-06-01,145600
2024-06-01,390500
2024-06-01,245700
2024-06-01,302700
2024-06-01,542700
2024-06-01,222600
2024-06-01,592700
2024-06-01,308200
2024-06-01,220700
2024-06-01,450200
2024-06-01,1260000
2024-06-01,548900
2024-06-01,314800
2024-06-01,342200
2024-06-01,221200
2024-06-01,173500
2024-06-01,286600
2024-06-01,640100
2024-06-01,415100
2024-06-01,325300
2024-06-01,404000
2024-06-01,476200
2024-06-01,856800
2024-06-01,272600
2024-06-01,316800
2024-06-01,492200
2024-06-01,207400
2024-06-01,184300
2024-06-01,334400
2024-06-01,279300
2024-06-01,515600
2024-06-01,405300
2024-06-01,865800
2024-06-01,348000
2024-06-01,323700
2024-06-01,296000
2024-06-01,198600
2024-06-01,426400
2024-06-01,548900
2024-06-01,417400
2024-06-01,328600
2024-06-01,663300
2024-06-01,637200
2024-06-01,318400
2024-06-01,344800
2024-06-01,360000
2024-06-01,287300
2024-06-01,710500
2024-06-01,541900
2024-06-01,521100
2024-06-01,401100
2024-06-01,287700
2024-06-01,515300
2024-06-01,394800
2024-06-01,247900
2024-06-01,258000
2024-06-01,550200
2024-06-01,596400
2024-06-01,407100
2024-06-01,307700
2024-06-01,677700
2024-06-01,305300
2024-06-01,258200
2024-06-01,181600
2024-06-01,361400
2024-06-01,345500
2024-06-01,643700
2024-06-01,298100
2024-06-01,663200
2024-06-01,401800
2024-06-01,394300
2024-06-01,357200
2024-06-01,399300
2024-06-01,205000
2024-06-01,296100
2024-06-01,271300
2024-06-01,346900
2024-06-01,264400
2024-06-01,267100
2024-06-01,504500
2024-06-01,299600
2024-06-01,406400
2024-06-01,306800
2024-06-01,823400
2024-06-01,288600
2024-06-01,510900
2024-06-01,252400
2024-06-01,276700
2024-06-01,255800
2024-06-01,425100
2024-06-01,296100
2024-06-01,882500
2024-06-01,276700
2024-06-01,398600
2024-06-01,542400
2024-06-01,330800
2024-06-01,341900
2024-06-01,219100
2024-06-01,258100
2024-06-01,282500
2024-06-01,265000
2024-06-01,315400
2024-06-01,649400
2024-06-01,363100
2024-06-01,355200
2024-06-01,608200
2024-06-01,250300
2024-06-01,358600
2024-06-01,269800
2024-06-01,461500
2024-06-01,214400
2024-06-01,281300
2024-06-01,365400
2024-06-01,518100
2024-06-01,502900
2024-06-01,164500
2024-06-01,389700
2024-06-01,319500
2024-06-01,331300
2024-06-01,487500
2024-06-01,495100
2024-06-01,467500
2024-06-01,387500
2024-06-01,278600
2024-06-01,347700
2024-06-01,384500
2024-06-01,570700
2024-06-01,422500
2024-06-01,287500
2024-06-01,408800
2024-06-01,433000
2024-06-01,420200
2024-06-01,242200
2024-06-01,430400
2024-06-01,313000
2024-06-01,455800
2024-06-01,445600
2024-06-01,178000
2024-06-01,355500
2024-06-01,250400
2024-06-01,333400
2024-06-01,498000
2024-06-01,308900
2024-06-01,835000
2024-06-01,444300
2024-06-01,201300
2024-06-01,364600
2024-06-01,262500
2024-06-01,555700
2024-06-01,442000
2024-06-01,474900
2024-06-01,259800
2024-06-01,394000
2024-06-01,419500
2024-06-01,180500
2024-06-01,528800
2024-06-01,194800
2024-06-01,418500
2024-06-01,407600
2024-06-01,273800
2024-06-01,378500
2024-06-01,490500
2024-06-01,454700
2024-06-01,269600
2024-06-01,639800
2024-06-01,249700
2024-06-01,299700
2024-06-01,336100
2024-06-01,274600
2024-06-01,472900
2024-06-01,247600
2024-06-01,285100
2024-06-01,574400
2024-06-01,277300
2024-06-01,257700
2024-06-01,402600
2024-06-01,293100
2024-06-01,353700
2024-06-01,274400
2024-06-01,238600
2024-06-01,337100
2024-06-01,536600
2024-06-01,353000
2024-06-01,218400
2024-06-01,462700
2024-06-01,253900
2024-06-01,598700
2024-06-01,1012200
2024-06-01,444900
2024-06-01,475000
2024-06-01,337100
2024-06-01,679400
2024-06-01,528500
2024-06-01,268000
2024-06-01,298800
2024-06-01,122500
2024-06-01,362900
2024-06-01,122800
2024-06-01,284500
2024-06-01,252700
2024-06-01,205800
2024-06-01,263900
2024-06-01,621700
2024-06-01,702900
2024-06-01,597500
2024-06-01,481900
2024-06-01,405900
2024-06-01,240500
2024-06-01,328300
2024-06-01,528300
2024-06-01,1027900
2024-06-01,294900
2024-06-01,290900
2024-06-01,493100
2024-06-01,528800
2024-06-01,453100
2024-06-01,499200
2024-06-01,1285000
2024-06-01,393000
2024-06-01,578900
2024-06-01,420200
2024-06-01,313500
2024-06-01,114000
2024-06-01,764600
2024-06-01,527300
2024-06-01,1005100
2024-06-01,450700
2024-06-01,612300
2024-06-01,285700
2024-06-01,315800
2024-06-01,263000
2023-07-01,346700
2023-07-01,442100
2023-07-01,333000
2023-07-01,169200
2023-07-01,340800
2023-07-01,278700
2023-07-01,257300
2023-07-01,330600
2023-07-01,387100
2023-07-01,183800
2023-07-01,440600
2023-07-01,186400
2023-07-01,455100
2023-07-01,198000
2023-07-01,231900
2023-07-01,245200
2023-07-01,540200
2023-07-01,367300
2023-07-01,988200
2023-07-01,352200
2023-07-01,316200
2023-07-01,294000
2023-07-01,306700
2023-07-01,264800
2023-07-01,430100
2023-07-01,516400
2023-07-01,261800
2023-07-01,348500
2023-07-01,175600
2023-07-01,498700
2023-07-01,322500
2023-07-01,376600
2023-07-01,795400
2023-07-01,456800
2023-07-01,287400
2023-07-01,453700
2023-07-01,450000
2023-07-01,460600
2023-07-01,485500
2023-07-01,347800
2023-07-01,73500
2023-07-01,406800
2023-07-01,402300
2023-07-01,460200
2023-07-01,253000
2023-07-01,514700
2023-07-01,399000
2023-07-01,993300
2023-07-01,248300
2023-07-01,426200
2023-07-01,304300
2023-07-01,317300
2023-07-01,389200
2023-07-01,278300
2023-07-01,528200
2023-07-01,334900
2023-07-01,462200
2023-07-01,825000
2023-07-01,1201700
2023-07-01,622800
2023-07-01,408400
2023-07-01,317200
2023-07-01,557200
2023-07-01,305800
2023-07-01,409000
2023-07-01,286500
2023-07-01,342000
2023-07-01,268200
2023-07-01,264400
2023-07-01,631800
2023-07-01,432400
2023-07-01,285800
2023-07-01,269000
2023-07-01,248700
2023-07-01,259400
2023-07-01,200600
2023-07-01,501400
2023-07-01,446900
2023-07-01,295800
2023-07-01,594700
2023-07-01,303600
2023-07-01,259700
2023-07-01,235400
2023-07-01,208100
2023-07-01,166000
2023-07-01,379800
2023-07-01,290200
2023-07-01,521800
2023-07-01,479700
2023-07-01,482000
2023-07-01,583000
2023-07-01,400200
2023-07-01,281000
2023-07-01,903800
2023-07-01,431800
2023-07-01,566600
2023-07-01,354500
2023-07-01,281800
2023-07-01,246100
2023-07-01,358700
2023-07-01,222100
2023-07-01,525100
2023-07-01,653500
2023-07-01,252800
2023-07-01,422600
2023-07-01,413100
2023-07-01,119400
2023-07-01,270400
2023-07-01,368600
2023-07-01,436500
2023-07-01,403400
2023-07-01,167200
2023-07-01,340500
2023-07-01,291800
2023-07-01,176600
2023-07-01,610800
2023-07-01,511300
2023-07-01,246900
2023-07-01,488000
2023-07-01,171800
2023-07-01,256200
2023-07-01,614000
2023-07-01,296800
2023-07-01,328500
2023-07-01,203700
2023-07-01,262600
2023-07-01,472800
2023-07-01,275100
2023-07-01,507900
2023-07-01,374600
2023-07-01,400200
2023-07-01,621900
2023-07-01,765000
2023-07-01,280800
2023-07-01,790000
2023-07-01,295900
2023-07-01,216600
2023-07-01,454600
2023-07-01,500900
2023-07-01,267600
2023-07-01,632800
2023-07-01,231100
2023-07-01,539000
2023-07-01,279200
2023-07-01,382500
2023-07-01,388500
2023-07-01,267200
2023-07-01,250300
2023-07-01,458300
2023-07-01,455400
2023-07-01,368400
2023-07-01,250400
2023-07-01,445600
2023-07-01,291800
2023-07-01,633400
2023-07-01,262100
2023-07-01,309900
2023-07-01,225900
2023-07-01,510900
2023-07-01,250100
2023-07-01,356200
2023-07-01,520500
2023-07-01,389400
2023-07-01,364900
2023-07-01,262100
2023-07-01,301100
2023-07-01,810300
2023-07-01,311900
2023-07-01,243100
2023-07-01,379200
2023-07-01,615000
2023-07-01,218700
2023-07-01,800300
2023-07-01,362600
2023-07-01,477300
2023-07-01,381400
2023-07-01,293000
2023-07-01,225000
2023-07-01,352800
2023-07-01,569200
2023-07-01,936500
2023-07-01,404200
2023-07-01,265100
2023-07-01,321200
2023-07-01,1065000
2023-07-01,227100
2023-07-01,81800
2023-07-01,338900
2023-07-01,256900
2023-07-01,262800
2023-07-01,457500
2023-07-01,292100
2023-07-01,179100
2023-07-01,479900
2023-07-01,258700
2023-07-01,440500
2023-07-01,439100
2023-07-01,248200
2023-07-01,392800
2023-07-01,366800
2023-07-01,394600
2023-07-01,637200
2023-07-01,215700
2023-07-01,383600
2023-07-01,293800
2023-07-01,456200
2023-07-01,653800
2023-07-01,268000
2023-07-01,193200
2023-07-01,231800
2023-07-01,355100
2023-07-01,364000
2023-07-01,199200
2023-07-01,268100
2023-07-01,389600
2023-07-01,383500
2023-07-01,608700
2023-07-01,378000
2023-07-01,325000
2023-07-01,668400
2023-07-01,354200
2023-07-01,246300
2023-07-01,280200
2023-07-01,420800
2023-07-01,179200
2023-07-01,262200
2023-07-01,243800
2023-07-01,316700
2023-07-01,254400
2023-07-01,313900
2023-07-01,513200
2023-07-01,413400
2023-07-01,343400
2023-07-01,443000
2023-07-01,718000
2023-07-01,261800
2023-07-01,452300
2023-07-01,524900
2023-07-01,303200
2023-07-01,152500
2023-07-01,248500
2023-07-01,529200
2023-07-01,783300
2023-07-01,248400
2023-07-01,711000
2023-07-01,336300
2023-07-01,435800
2023-07-01,243100
2023-07-01,317500
2023-07-01,310100
2023-07-01,266300
2023-07-01,515200
2024-07-01,333900
2024-07-01,1085100
2024-07-01,251700
2024-07-01,376500
2024-07-01,286400
2024-07-01,309300
2024-07-01,497500
2024-07-01,667600
2024-07-01,655500
2024-07-01,635000
2024-07-01,328900
2024-07-01,468800
2024-07-01,315100
2024-07-01,573900
2024-07-01,441400
2024-07-01,684300
2024-07-01,250600
2024-07-01,875000
2024-07-01,423600
2024-07-01,239000
2024-07-01,261900
2024-07-01,409600
2024-07-01,358200
2024-07-01,406300
2024-07-01,352600
2024-07-01,235900
2024-07-01,351100
2024-07-01,263800
2024-07-01,822500
2024-07-01,483000
2024-07-01,217400
2024-07-01,284300
2024-07-01,277900
2024-07-01,391300
2024-07-01,462700
2024-07-01,216600
2024-07-01,622500
2024-07-01,303700
2024-07-01,975600
2024-07-01,309800
2024-07-01,385200
2024-07-01,503400
2024-07-01,593200
2024-07-01,407600
2024-07-01,454300
2024-07-01,327600
2024-07-01,338400
2024-07-01,277800
2024-07-01,268400
2024-07-01,186300
2024-07-01,312900
2024-07-01,212100
2024-07-01,286300
2024-07-01,177400
2024-07-01,176100
2024-07-01,675000
2024-07-01,360900
2024-07-01,268400
2024-07-01,675000
2024-07-01,315800
2024-07-01,270300
2024-07-01,299200
2024-07-01,403100
2024-07-01,624500
2024-07-01,167500
2024-07-01,550300
2024-07-01,383800
2024-07-01,848600
2024-07-01,241200
2024-07-01,390300
2024-07-01,242600
2024-07-01,477800
2024-07-01,467500
2024-07-01,508200
2024-07-01,501800
2024-07-01,256300
2024-07-01,244000
2024-07-01,260800
2024-07-01,655700
2024-07-01,415900
2024-07-01,281900
2024-07-01,360000
2024-07-01,130100
2024-07-01,413200
2024-07-01,427700
2024-07-01,265400
2024-07-01,246000
2024-07-01,198900
2024-07-01,273200
2024-07-01,254000
2024-07-01,229400
2024-07-01,500000
2024-07-01,261300
2024-07-01,468300
2024-07-01,506300
2024-07-01,1171300
2024-07-01,406400
2024-07-01,258900
2024-07-01,221400
2024-07-01,154300
2024-07-01,399500
2024-07-01,377800
2024-07-01,389200
2024-07-01,347600
2024-07-01,345400
2024-07-01,303500
2024-07-01,493500
2024-07-01,257500
2024-07-01,402600
2024-07-01,779900
2024-07-01,276600
2024-07-01,331300
2024-07-01,307600
2024-07-01,270900
2024-07-01,360300
2024-07-01,222000
2024-07-01,1250200
2024-07-01,353800
2024-07-01,360500
2024-07-01,357500
2024-07-01,169800
2024-07-01,277100
2024-07-01,378800
2024-07-01,286500
2024-07-01,255700
2024-07-01,89900
2024-07-01,307500
2024-07-01,460000
2024-07-01,313700
2024-07-01,290100
2024-07-01,586200
2024-07-01,404000
2024-07-01,622300
2024-07-01,455400
2024-07-01,387800
2024-07-01,329900
2024-07-01,470000
2024-07-01,291700
2024-07-01,488400
2024-07-01,298900
2024-07-01,232000
2024-07-01,338700
2024-07-01,557600
2024-07-01,316700
2024-07-01,442900
2024-07-01,837100
2024-07-01,254200
2024-07-01,388800
2024-07-01,316400
2024-07-01,289500
2024-07-01,338700
2024-07-01,307000
2024-07-01,498300
2024-07-01,360300
2024-07-01,267500
2024-07-01,241900
2024-07-01,527200
2024-07-01,534800
2024-07-01,186500
2024-07-01,524900
2024-07-01,500000
2024-07-01,360200
2024-07-01,573600
2024-07-01,550100
2024-07-01,537800
2024-07-01,363900
2024-07-01,383500
2024-07-01,270700
2024-07-01,511800
2024-07-01,770000
2024-07-01,231700
2024-07-01,582000
2024-07-01,705800
2024-07-01,587200
2024-07-01,273300
2024-07-01,291500
2024-07-01,342800
2024-07-01,435000
2024-07-01,335700
2024-07-01,402000
2024-07-01,260400
2024-07-01,193500
2024-07-01,254400
2024-07-01,393600
2024-07-01,417500
2024-07-01,266100
2024-07-01,299200
2024-07-01,556200
2024-07-01,305200
2024-07-01,269500
2024-07-01,287400
2024-07-01,450000
2024-07-01,382800
2024-07-01,521600
2024-07-01,293600
2024-07-01,447100
2024-07-01,654200
2024-07-01,1305000
2024-07-01,560400
2024-07-01,284700
2024-07-01,373500
2024-07-01,302700
2024-07-01,485400
2024-07-01,649000
2024-07-01,484400
2024-07-01,213000
2024-07-01,249500
2024-07-01,468700
2024-07-01,523700
2024-07-01,251400
2024-07-01,532600
2024-07-01,414400
2024-07-01,867500
2024-07-01,191500
2024-07-01,324300
2024-07-01,360800
2024-07-01,248600
2024-07-01,651600
2024-07-01,333700
2024-07-01,471500
2024-07-01,244400
2024-07-01,477900
2024-07-01,193100
2024-07-01,302000
2024-07-01,353300
2024-07-01,573300
2024-07-01,517100
2024-07-01,557000
2024-07-01,312200
2024-07-01,399400
2024-07-01,353500
2024-07-01,305600
2024-07-01,195500
2024-07-01,474500
2024-07-01,339600
2024-07-01,529800
2024-07-01,169300
2024-07-01,383000
2024-07-01,448700
2024-07-01,1001100
2024-07-01,460600
2024-07-01,280600
2024-07-01,424800
2024-07-01,309500
2024-07-01,280100
2024-07-01,250200
2024-07-01,287400
2024-07-01,342300
2023-08-01,518000
2023-08-01,317600
2023-08-01,514700
2023-08-01,281000
2023-08-01,520300
2023-08-01,377900
2023-08-01,503100
2023-08-01,224400
2023-08-01,534100
2023-08-01,409300
2023-08-01,433000
2023-08-01,523000
2023-08-01,388500
2023-08-01,250500
2023-08-01,297100
2023-08-01,515700
2023-08-01,472600
2023-08-01,252900
2023-08-01,345700
2023-08-01,261000
2023-08-01,283500
2023-08-01,280500
2023-08-01,262700
2023-08-01,369700
2023-08-01,288200
2023-08-01,264200
2023-08-01,400400
2023-08-01,246000
2023-08-01,532800
2023-08-01,190500
2023-08-01,624500
2023-08-01,243800
2023-08-01,417600
2023-08-01,349800
2023-08-01,260400
2023-08-01,635500
2023-08-01,483400
2023-08-01,385700
2023-08-01,202500
2023-08-01,311900
2023-08-01,335000
2023-08-01,277000
2023-08-01,548500
2023-08-01,474900
2023-08-01,422900
2023-08-01,446900
2023-08-01,512500
2023-08-01,299400
2023-08-01,576500
2023-08-01,266400
2023-08-01,583300
2023-08-01,448500
2023-08-01,297200
2023-08-01,504400
2023-08-01,288900
2023-08-01,599700
2023-08-01,161000
2023-08-01,265200
2023-08-01,405000
2023-08-01,407600
2023-08-01,272200
2023-08-01,877400
2023-08-01,919500
2023-08-01,313600
2023-08-01,212400
2023-08-01,292500
2023-08-01,426300
2023-08-01,238500
2023-08-01,576100
2023-08-01,421200
2023-08-01,406800
2023-08-01,283400
2023-08-01,823800
2023-08-01,439800
2023-08-01,350300
2023-08-01,437600
2023-08-01,236100
2023-08-01,180500
2023-08-01,114700
2023-08-01,246200
2023-08-01,579200
2023-08-01,227800
2023-08-01,453800
2023-08-01,267500
2023-08-01,411700
2023-08-01,249000
2023-08-01,291200
2023-08-01,530500
2023-08-01,564500
2023-08-01,1004400
2023-08-01,362000
2023-08-01,310900
2023-08-01,316200
2023-08-01,540800
2023-08-01,302500
2023-08-01,300900
2023-08-01,180700
2023-08-01,470000
2023-08-01,531400
2023-08-01,265200
2023-08-01,320000
2023-08-01,625000
2023-08-01,435700
2023-08-01,238600
2023-08-01,665300
2023-08-01,356500
2023-08-01,329800
2023-08-01,522800
2023-08-01,540900
2023-08-01,360700
2023-08-01,313900
2023-08-01,264800
2023-08-01,263600
2023-08-01,255200
2023-08-01,367000
2023-08-01,260400
2023-08-01,449500
2023-08-01,416100
2023-08-01,385800
2023-08-01,440100
2023-08-01,480200
2023-08-01,370800
2023-08-01,247900
2023-08-01,280700
2023-08-01,346600
2023-08-01,315200
2023-08-01,315500
2023-08-01,277600
2023-08-01,441700
2023-08-01,701000
2023-08-01,1100000
2023-08-01,816700
2023-08-01,377600
2023-08-01,257900
2023-08-01,700000
2023-08-01,241200
2023-08-01,445700
2023-08-01,484900
2023-08-01,547100
2023-08-01,378800
2023-08-01,364200
2023-08-01,248900
2023-08-01,286000
2023-08-01,351000
2023-08-01,301600
2023-08-01,244100
2023-08-01,392400
2023-08-01,256500
2023-08-01,393600
2023-08-01,471100
2023-08-01,498700
2023-08-01,129400
2023-08-01,614200
2023-08-01,465700
2023-08-01,369200
2023-08-01,384700
2023-08-01,464000
2023-08-01,781300
2023-08-01,246500
2023-08-01,406500
2023-08-01,449300
2023-08-01,172300
2023-08-01,351600
2023-08-01,210300
2023-08-01,750400
2023-08-01,382200
2023-08-01,597900
2023-08-01,108600
2023-08-01,251000
2023-08-01,311200
2023-08-01,246700
2023-08-01,282000
2023-08-01,280100
2023-08-01,315200
2023-08-01,221600
2023-08-01,353200
2023-08-01,221400
2023-08-01,285000
2023-08-01,357900
2023-08-01,328800
2023-08-01,265500
2023-08-01,617600
2023-08-01,422900
2023-08-01,333600
2023-08-01,353000
2023-08-01,315800
2023-08-01,633200
2023-08-01,455800
2023-08-01,792800
2023-08-01,362100
2023-08-01,416800
2023-08-01,336100
2023-08-01,288300
2023-08-01,606400
2023-08-01,472600
2023-08-01,248100
2023-08-01,265200
2023-08-01,159300
2023-08-01,310900
2023-08-01,449500
2023-08-01,168700
2023-08-01,380600
2023-08-01,701500
2023-08-01,353200
2023-08-01,417200
2023-08-01,424500
2023-08-01,118800
2023-08-01,256900
2023-08-01,638200
2023-08-01,338500
2023-08-01,266300
2023-08-01,655800
2023-08-01,274600
2023-08-01,349200
2023-08-01,204300
2023-08-01,383200
2023-08-01,138400
2023-08-01,253100
2023-08-01,785000
2023-08-01,401800
2023-08-01,373900
2023-08-01,176200
2023-08-01,605300
2023-08-01,278100
2023-08-01,271200
2023-08-01,232900
2023-08-01,253000
2023-08-01,311900
2023-08-01,201800
2023-08-01,397500
2023-08-01,326700
2023-08-01,246100
2023-08-01,336600
2023-08-01,369600
2023-08-01,154500
2023-08-01,571000
2023-08-01,198000
2023-08-01,463700
2023-08-01,344300
2023-08-01,638200
2023-08-01,352800
2023-08-01,381600
2023-08-01,268600
2023-08-01,275100
2023-08-01,259200
2023-08-01,175900
2023-08-01,642600
2023-08-01,185100
2023-08-01,508900
2023-08-01,266100
2023-08-01,236500
2023-08-01,555000
2024-08-01,592800
2024-08-01,269000
2024-08-01,631900
2024-08-01,552700
2024-08-01,315600
2024-08-01,257600
2024-08-01,833700
2024-08-01,481400
2024-08-01,264900
2024-08-01,460300
2024-08-01,629500
2024-08-01,244700
2024-08-01,265900
2024-08-01,555500
2024-08-01,343900
2024-08-01,225100
2024-08-01,511900
2024-08-01,556900
2024-08-01,314400
2024-08-01,229000
2024-08-01,425100
2024-08-01,750000
2024-08-01,1050600
2024-08-01,267100
2024-08-01,452400
2024-08-01,320900
2024-08-01,457000
2024-08-01,351700
2024-08-01,297600
2024-08-01,528500
2024-08-01,299900
2024-08-01,585000
2024-08-01,251600
2024-08-01,179400
2024-08-01,204100
2024-08-01,567500
2024-08-01,318000
2024-08-01,438800
2024-08-01,287000
2024-08-01,405600
2024-08-01,368800
2024-08-01,240600
2024-08-01,551700
2024-08-01,498700
2024-08-01,361300
2024-08-01,227200
2024-08-01,508700
2024-08-01,314700
2024-08-01,398000
2024-08-01,335500
2024-08-01,613000
2024-08-01,244400
2024-08-01,267600
2024-08-01,678600
2024-08-01,428300
2024-08-01,376700
2024-08-01,360200
2024-08-01,465900
2024-08-01,260000
2024-08-01,785500
2024-08-01,835000
2024-08-01,268600
2024-08-01,504600
2024-08-01,555700
2024-08-01,250000
2024-08-01,563500
2024-08-01,279600
2024-08-01,1300000
2024-08-01,403400
2024-08-01,279500
2024-08-01,335700
2024-08-01,210400
2024-08-01,479100
2024-08-01,152300
2024-08-01,309300
2024-08-01,456600
2024-08-01,311600
2024-08-01,449500
2024-08-01,242100
2024-08-01,244800
2024-08-01,565300
2024-08-01,184700
2024-08-01,579800
2024-08-01,296600
2024-08-01,410000
2024-08-01,232300
2024-08-01,395300
2024-08-01,282800
2024-08-01,413500
2024-08-01,409500
2024-08-01,436800
2024-08-01,431100
2024-08-01,376800
2024-08-01,367500
2024-08-01,329500
2024-08-01,2200000
2024-08-01,367700
2024-08-01,650000
2024-08-01,214200
2024-08-01,464900
2024-08-01,437600
2024-08-01,304800
2024-08-01,650900
2024-08-01,271000
2024-08-01,643600
2024-08-01,243900
2024-08-01,283300
2024-08-01,523500
2024-08-01,332400
2024-08-01,378800
2024-08-01,314300
2024-08-01,268400
2024-08-01,209600
2024-08-01,324900
2024-08-01,890100
2024-08-01,190800
2024-08-01,183700
2024-08-01,512000
2024-08-01,572200
2024-08-01,507800
2024-08-01,515900
2024-08-01,412500
2024-08-01,458700
2024-08-01,327900
2024-08-01,285700
2024-08-01,342200
2024-08-01,400600
2024-08-01,983900
2024-08-01,296800
2024-08-01,385600
2024-08-01,354700
2024-08-01,541300
2024-08-01,372700
2024-08-01,412000
2024-08-01,527800
2024-08-01,684000
2024-08-01,194000
2024-08-01,264200
2024-08-01,358100
2024-08-01,370900
2024-08-01,441400
2024-08-01,668800
2024-08-01,302700
2024-08-01,850200
2024-08-01,310200
2024-08-01,547500
2024-08-01,340900
2024-08-01,278400
2024-08-01,310800
2024-08-01,301900
2024-08-01,284200
2024-08-01,1027100
2024-08-01,336800
2024-08-01,521700
2024-08-01,352300
2024-08-01,300500
2024-08-01,339800
2024-08-01,645600
2024-08-01,250800
2024-08-01,590200
2024-08-01,382300
2024-08-01,252400
2024-08-01,317900
2024-08-01,321900
2024-08-01,365700
2024-08-01,207600
2024-08-01,237100
2024-08-01,410000
2024-08-01,286200
2024-08-01,345700
2024-08-01,359600
2024-08-01,270100
2024-08-01,347900
2024-08-01,450600
2024-08-01,498800
